Period,CPI,IT_Exports,Position,Seniority,Global_exp,Local_exp,Salary,GDP
2018.12,163.9,2380.9,Business analyst,Junior,1,1,525.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,5,1,3500.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,2,5,1000.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Lead,9,1.5,850.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,1.5,1.5,1500.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,1.5,1.5,500.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,4,меньше 3 месяцев,3600.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,1.5,меньше 3 месяцев,1000.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,5,0.25,2500.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,5,1,3400.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,5,1,1600.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,2,2,1200.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,1,1,2000.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,3,0.25,2500.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,3,1,1400.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,2,1,1700.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,1.5,меньше 3 месяцев,900.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,5,1.5,2000.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,3,меньше 3 месяцев,2700.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Senior,6,2,2400.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,1,1,980.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,3,0.5,3000.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Lead,10 и более лет,2,4500.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Senior,6,1,3000.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Lead,10 и более лет,4,3500.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,0.5,0.5,300.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,5,3,2000.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,1,0.5,800.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,4,0.25,3000.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,2,0.25,2600.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Senior,7,2,3000.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Senior,6,4,3000.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Lead,8,2,2000.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,0.5,1.5,800.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,2,2,950.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,1,3,2000.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,5,5,1400.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,1,0.25,1200.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Senior,6,6,3400.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Lead,10 и более лет,10 и более лет,400.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,0.5,0.5,500.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Senior,6,2,2300.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,1.5,меньше 3 месяцев,1500.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,2,2,340.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,1.5,0.25,2300.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,2,меньше 3 месяцев,1000.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Lead,10 и более лет,4,3100.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,5,меньше 3 месяцев,2500.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,4,0.25,2600.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,2,1,900.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Lead,9,5,3500.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,1,0.5,850.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,1,меньше 3 месяцев,500.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Lead,10 и более лет,6,5200.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,2,2,750.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Lead,10 и более лет,2,3300.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,4,2,550.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,4,1,3900.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Lead,8,0.5,2500.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,3,3,1100.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Senior,7,2,4000.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Senior,7,0.5,1900.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,1.5,1,600.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,0.5,0.5,600.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Senior,7,меньше 3 месяцев,3200.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,2,6,3325.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,0.5,меньше 3 месяцев,600.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,4,0.5,1800.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,1.5,1.5,1500.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,1,1,1957.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,0.5,меньше 3 месяцев,300.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,5,0.5,3135.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,4,3,1320.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Senior,6,6,1300.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,2,1,1800.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,5,2,2700.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,3,1.5,2200.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Lead,10 и более лет,3,3500.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,2,1,1375.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,1,1,1100.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Senior,6,меньше 3 месяцев,2100.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,1,0.25,700.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,4,1.5,2755.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Senior,7,6,3000.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,3,2,1000.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,3,1,1600.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,2,0.5,700.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,0.5,0.5,928.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,5,2,3600.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,4,меньше 3 месяцев,3300.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,3,1,1350.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,2,0.5,1950.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Lead,10 и более лет,0.5,1800.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,4,0.25,3400.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,4,0.5,1900.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,0.25,0.25,380.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,меньше 3 месяцев,2,2500.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,4,1.5,2000.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,меньше 3 месяцев,меньше 3 месяцев,565.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,3,3,2555.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,0.5,меньше 3 месяцев,250.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,5,0.25,2100.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,2,2,1400.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Lead,10 и более лет,2,3300.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,0.25,0.25,1700.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,3,0.5,3500.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Lead,9,3,2600.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,4,0.5,2100.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Senior,6,1,3200.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,0.5,0.5,750.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,5,1,3300.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,меньше 3 месяцев,меньше 3 месяцев,200.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,2,3,600.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,меньше 3 месяцев,меньше 3 месяцев,950.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Lead,10 и более лет,1,4500.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,0.5,меньше 3 месяцев,800.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,3,0.5,1800.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,2,0.25,2500.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,1,2,1200.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,0.5,0.5,350.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,0.5,0.5,250.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Lead,9,1,3500.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,3,2,1300.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Lead,10 и более лет,4,3800.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,3,меньше 3 месяцев,1500.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Lead,10 и более лет,4,1000.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,1.5,0.25,1500.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,2,1.5,700.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,меньше 3 месяцев,меньше 3 месяцев,300.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Junior,меньше 3 месяцев,меньше 3 месяцев,300.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Middle,4,1,2000.0,3059.0517578125
2018.12,163.9,2380.9,Business analyst,Senior,7,меньше 3 месяцев,5500.0,3059.0517578125
2019.06,167.2,2580.6,Business analyst,Middle,4,1,1400.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,2,1,2000.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,меньше 3 месяцев,меньше 3 месяцев,250.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,3,0.25,2000.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Senior,6,1,2000.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,1.5,меньше 3 месяцев,1600.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,3,3,2250.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,5,3,2600.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,2,0.5,2000.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,2,меньше 3 месяцев,1200.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,4,3,3700.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,0.5,0.5,950.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,меньше 3 месяцев,меньше 3 месяцев,450.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,2,2,1400.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,4,меньше 3 месяцев,3000.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Lead,10 и более лет,меньше 3 месяцев,3000.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,2,1,450.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Senior,6,2,1700.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,1,меньше 3 месяцев,1400.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,0.5,0.5,1200.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,0.5,0.5,950.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,4,1,2600.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,2,2,515.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Lead,8,меньше 3 месяцев,3800.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,1.5,0.5,900.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,1.5,1.5,650.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,5,1,2500.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,1.5,0.25,950.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Lead,10 и более лет,4,3500.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,5,5,700.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,1.5,1.5,1333.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Senior,6,меньше 3 месяцев,1000.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,1.5,1.5,1160.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,1,1,1300.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Lead,10 и более лет,1,4700.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,4,4,1675.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,5,меньше 3 месяцев,3000.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,4,1.5,2800.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Lead,10 и более лет,3,5250.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,4,1,1100.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,3,0.5,1500.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,2,2,1700.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,3,1,2200.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,1.5,1.5,750.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,1.5,меньше 3 месяцев,1100.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,3,3,1500.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,0.5,0.5,610.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Lead,10 и более лет,2,3000.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,0.5,0.25,650.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,2,0.25,2500.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Lead,10 и более лет,2,4000.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,1,0.25,1200.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Senior,6,6,2600.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,1.5,1.5,462.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,5,1,1500.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,3,1.5,2500.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,0.25,0.25,1000.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Senior,6,2,3000.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,3,5,2000.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,1,1,600.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,5,меньше 3 месяцев,1100.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,1,1,1000.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Lead,10 и более лет,1,3000.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,3,3,3325.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Lead,9,1,2200.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,5,меньше 3 месяцев,2000.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,5,1,3700.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,3,1,1500.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,4,2,2200.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Senior,7,3,2000.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,5,3,2300.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Senior,7,5,2300.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Senior,7,2,2800.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Senior,7,3,3300.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,4,1,3300.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,5,5,1000.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,4,0.5,3100.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Senior,6,1,3100.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,3,1,2100.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,4,0.5,2500.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Lead,10 и более лет,5,3400.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,3,0.5,2200.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,5,1.5,3800.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,1.5,1.5,1500.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,1.5,1.5,700.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,1.5,1.5,740.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,0.5,0.5,1350.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,5,0.5,3000.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,3,0.25,1500.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Lead,8,1,1000.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Senior,6,4,2800.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Senior,6,6,1500.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,меньше 3 месяцев,меньше 3 месяцев,600.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,5,4,1900.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Lead,9,4,2700.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,0.5,0.25,500.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,5,0.25,2500.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,1,1,1400.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,3,3,1500.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Senior,6,1,3000.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,5,1.5,1620.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,1.5,1.5,1600.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,1.5,8,950.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,2,2,3500.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,1,1,900.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,0.25,0.25,500.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,1.5,0.25,980.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,4,2,2850.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,2,3,1250.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,0.5,2,900.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Senior,6,1.5,1800.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,1,меньше 3 месяцев,2500.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,4,3,2400.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Middle,3,0.5,1350.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,0.5,0.5,500.0,3619.86157226563
2019.06,167.2,2580.6,Business analyst,Junior,1.5,1,600.0,3619.86157226563
